set4_id,DataVizRoles_collapsed,YearsDataVizExperience_buckets,DataVizCentralityFreelance,ToolsChoiceFreelance,ToolsUnchoiceProblemsFreelance_,ToolsUnchoiceProblemsFreelance_PoorCustomization,ToolsUnchoiceProblemsFreelance_MisfitForTask,ToolsUnchoiceProblemsFreelance_CostsAndOrLicenseIssues,ToolsUnchoiceProblemsFreelance_PerformanceIssues,ToolsUnchoiceProblemsFreelance_HardToLearn,ToolsUnchoiceProblemsFreelance_CannotIntegrateWithOtherTools,ToolsUnchoiceProblemsFreelance_SharingLimits,ToolsUnchoiceProblemsFreelance_SecurityOrGovernance,ToolsUnchoiceProblemsFreelance_PoorUXUIAccessibility,ToolsUnchoiceProblemsFreelance_PoorSupportOrPoorDocumentation,ToolsUnchoiceProblemsFreelance_Other__,DataVizCentralityEmployee,ToolsChoiceEmployee,ToolsUnchoiceProblemsEmployee_,ToolsUnchoiceProblemsEmployee_PoorCustomization,ToolsUnchoiceProblemsEmployee_MisfitForTask,ToolsUnchoiceProblemsEmployee_CostsAndOrLicenseIssues,ToolsUnchoiceProblemsEmployee_PerformanceIssues,ToolsUnchoiceProblemsEmployee_HardToLearn,ToolsUnchoiceProblemsEmployee_CannotIntegrateWithOtherTools,ToolsUnchoiceProblemsEmployee_SharingLimits,ToolsUnchoiceProblemsEmployee_SecurityOrGovernance,ToolsUnchoiceProblemsEmployee_PoorUXUIAccessibility,ToolsUnchoiceProblemsEmployee_PoorSupportOrPoorDocumentation,ToolsUnchoiceProblemsEmployee_Other__,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_,ChartsUsed_Line,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Scatterplot,ChartsUsed_Histogram,ChartsUsed_Boxplot,ChartsUsed_DotPlot,ChartsUsed_Hexbin,ChartsUsed_Heatmap,ChartsUsed_Infographic,ChartsUsed_Pictorial,ChartsUsed_Treemap,ChartsUsed_Dendrogram,ChartsUsed_Network,ChartsUsed_Waffle,ChartsUsed_Flow,ChartsUsed_3D,ChartsUsed_VRorAR,ChartsUsed_BeeSwarm,ChartsUsed_ForceDirected,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_combined,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
Yzbv,Freelance,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Data visualization is the primary focus of my job.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],100–499 employees,10,x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],x,x,x,[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],15,Never,Never,Sometimes,Often,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Often,Never,Never,Never,Never,Rarely,[^not answered],Svelte,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],5,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen]
pGjE,EmployeeAND,1-5,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],100–499 employees,6,x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],PowerPoint,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],3,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen]
kVFI,EmployeeAND,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,10,x,x,x,x,x,x,x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],12,Never,Never,Never,Never,Rarely,Often,Rarely,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Often,Often,Often,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],Python; Power Bi; Power Point; Tableau,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],7,x,x,[^not chosen],[^not chosen],[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],5,[^not chosen],x,[^not chosen],[^not chosen],x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
PtzV,Freelance,16-20,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Data visualization is the primary focus of my job.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,8,x,x,[^not chosen],x,x,[^not chosen],x,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],8,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not chosen],Rarely,Never,Never,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not answered],[^not answered],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],7,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],x,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],7,[^not chosen],x,[^not chosen],x,[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen]
gulA,Freelance,1-5,Data visualization is the primary focus of my freelance work.,Clients choose the tool(s) and it causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],8,x,x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],Yes,2,Prep_Analysis,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"I am in constant discussion with ChatGPT while cleaning up and analyzing the data. I also use AI to simplify the coding process, and it helps me out when I encounter bugs.",10,Never,Rarely,Never,Often,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Often,Never,Never,Never,Never,Often,Never,Never,Never,Never,Often,Never,Rarely,Rarely,Never,Never,Never,Affinity Designer 2; VisX; Concepts; Mantine,React;Concepts,3,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],5,x,x,[^not chosen],[^not chosen],[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
jkZG,EmployeeANDFreelanceAND,1-5,Data visualization is the primary focus of my freelance work.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Data visualization is the primary focus of my job.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],3,[^not chosen],x,x,[^not chosen],x,[^not chosen],[^not chosen],Fewer than 20 employees,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],I don't care about chart types,No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],14,Never,Never,Never,Often,[^not chosen],Often,Often,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Often,Often,Sometimes,Never,Never,Rarely,Often,Never,Never,Never,Sometimes,Often,Never,Sometimes,Never,Never,Often,Sometimes,[^not answered],[^not answered],6,x,x,[^not chosen],x,[^not chosen],x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],external clients,9,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],x,x,x,x,x,[^not chosen],x,[^not chosen]
PjbN,FreelanceAND,11-15,Data visualization is the primary focus of my freelance work.,Clients choose the tool(s) and it causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],15,Never,Never,Never,Sometimes,Rarely,Often,Sometimes,Rarely,Often,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Rarely,Often,Never,Never,Never,Often,Rarely,Never,Rarely,Often,Never,Never,Never,Never,[^not answered],R;Excel;Svelte,5,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],3,x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
whCF,Employee,11-15,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Forest plot,No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],6,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],5,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen]
AHMQ,EmployeeAND,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Data visualization is the primary focus of my job.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],3,[^not chosen],x,[^not chosen],x,[^not chosen],x,[^not chosen],Fewer than 20 employees,7,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],Yes,3,Prep_Ideating_Visuals,x,[^not chosen],x,x,[^not chosen],[^not chosen],[^not answered],11,[^not chosen],[^not chosen],[^not chosen],Often,Sometimes,Often,Sometimes,Rarely,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],Often,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],We work on text a lot.,"Pen and paper, Illustrator, Google spreadsheet, chatGPT",0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],7,x,[^not chosen],[^not chosen],x,x,[^not chosen],x,x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],9,x,[^not chosen],x,x,[^not chosen],x,x,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen]
dviR,Freelance,11-15,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],14,x,x,x,x,x,[^not chosen],x,[^not chosen],x,x,x,x,x,x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],18,Never,Sometimes,Never,Never,Rarely,Often,Rarely,Never,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Often,Rarely,Sometimes,Sometimes,Often,Sometimes,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau; Python; Power BI,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen]
ZYGK,Employee,16-20,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],3,[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",5,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],12,Never,Never,Never,Often,Never,Often,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Often,Sometimes,Never,Never,Rarely,Never,Often,Never,Often,Never,Never,Never,Never,[^not answered],Tableau,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],7,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],4,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
tJfU,Employee,1-5,Data visualization is the primary focus of my freelance work.,Clients choose the tool(s) and it causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],11,x,x,x,x,x,x,x,[^not chosen],x,x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Yes,2,Prep_Analysis,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],I've used ChatGPT it to write formulas for me and to suggest ways to explain concepts to non-technical users.,11,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau;Pen & paper,6,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,x,[^not chosen],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen]
